Simply click a yellow cell and paste the three column data from the Adruino Serial Monitor (Close and Reopen the Serial Monitor each time),,,,,,,,,,,,,*Rise Time*,,,,,,,,,,,,Goated Trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Time Constant:
,Trial 1,Max input amplitude,0.5075,,Trial 2,Max input amplitude,0.5145,,Trial 3,Max input amplitude,0.501,,Trial 4,Max input amplitude,0.5075,,Trial 5,Max input amplitude,0.5075,,Trial 6,Max input amplitude,0.4605,,Trial 7,Max input amplitude,0.501,,Trial 8,Max input amplitude,0.4535,,Trial 9,Max input amplitude,0.3995,,Trial 10,Max input amplitude,0.352,,Trial 11,Max input amplitude,0.291,,Trial 12,Max input amplitude,0.291,,Trial 13,Max input amplitude,0.291,,Trial 14,Max input amplitude,0.291,,0.01534
,0.0121,0.054,1,,0.0121,0.054,1,,0.0121,0.041,1,,0.0121,0.041,1,,0.0122,0.041,1,,0.0121,0.054,1,,0.0121,0.068,1,,0.0122,0.068,1,,0.0122,0.068,1,,0.0122,0.054,1,,0.0121,0.054,1,,0.0121,0.054,1,,0.0122,0.054,1,,0.0121,0.054,1,,
,0.0142,0.068,1,,0.0142,0.068,1,,0.0142,0.054,1,,0.0141,0.068,1,,0.0142,0.068,1,,0.0141,0.081,1,,0.0142,0.081,1,,0.0142,0.081,1,,0.0142,0.081,1,,0.0142,0.068,1,,0.0141,0.068,1,,0.0142,0.068,1,,0.0142,0.068,1,,0.0141,0.068,1,,
,0.0162,0.095,1,,0.0162,0.095,1,,0.0162,0.068,1,,0.0162,0.081,1,,0.0162,0.081,1,,0.0162,0.095,1,,0.0162,0.108,1,,0.0162,0.108,1,,0.0162,0.108,1,,0.0162,0.095,1,,0.0162,0.081,1,,0.0162,0.081,1,,0.0162,0.095,1,,0.0162,0.081,1,,
,0.0182,0.122,1,,0.0182,0.135,1,,0.0182,0.095,1,Interpolated ->,0.01712,0.1,1,,0.0182,0.122,1,,0.0182,0.135,1,,0.0182,0.135,1,,0.0182,0.149,1,,0.0182,0.135,1,,0.0182,0.122,1,,0.0182,0.108,1,,0.0182,0.108,1,,0.0182,0.122,1,,0.0182,0.108,1,,
,0.0202,0.162,1,,0.0202,0.162,1,,0.0202,0.135,1,,0.0182,0.122,1,,0.0202,0.149,1,,0.0202,0.162,1,,0.0202,0.176,1,,0.0202,0.176,1,,0.0202,0.162,1,,0.0202,0.149,1,,0.0202,0.135,1,,0.0202,0.122,1,,0.0202,0.135,1,,0.0202,0.135,1,,
,0.0223,0.19,1,,0.0222,0.203,1,,0.0223,0.162,1,,0.0202,0.149,1,,0.0222,0.176,1,,0.0222,0.19,1,,0.0222,0.203,1,,0.0222,0.203,1,,0.0223,0.19,1,,0.0222,0.176,1,,0.0222,0.162,1,,0.0222,0.149,1,,0.0223,0.162,1,,0.0222,0.162,1,,
,0.0243,0.23,1,,0.0243,0.244,1,,0.0243,0.19,1,,0.0222,0.176,1,,0.0243,0.217,1,,0.0242,0.23,1,,0.0242,0.244,1,,0.0243,0.244,1,,0.0243,0.23,1,,0.0243,0.203,1,,0.0242,0.19,1,,0.0242,0.176,1,,0.0243,0.176,1,,0.0242,0.176,1,,
,0.0263,0.271,1,,0.0263,0.271,1,,0.0263,0.217,1,,0.0242,0.217,1,,0.0263,0.244,1,,0.0262,0.257,1,,0.0262,0.271,1,,0.0263,0.271,1,,0.0263,0.257,1,,0.0263,0.23,1,,0.0263,0.217,1,,0.0263,0.19,1,,0.0263,0.19,1,,0.0263,0.19,1,,
,0.0283,0.298,1,,0.0283,0.311,1,,0.0283,0.257,1,,0.0262,0.257,1,,0.0283,0.284,1,,0.0282,0.298,1,,0.0282,0.311,1,,0.0283,0.311,1,,0.0283,0.284,1,,0.0283,0.257,1,,0.0283,0.244,1,,0.0283,0.217,1,,0.0283,0.217,1,,0.0283,0.217,1,,
,0.0303,0.338,1,,0.0303,0.366,1,,0.0303,0.284,1,,0.0283,0.284,1,,0.0303,0.325,1,,0.0303,0.338,1,,0.0302,0.352,1,,0.0303,0.338,1,,0.0303,0.325,1,,0.0303,0.284,1,,0.0303,0.257,1,,0.0303,0.244,1,,0.0303,0.244,1,,0.0303,0.244,1,,
,0.0323,0.379,1,,0.0323,0.393,1,,0.0323,0.325,1,,0.0303,0.325,1,,0.0323,0.366,1,,0.0323,0.366,1,,0.0322,0.393,1,,0.0323,0.379,1,,0.0323,0.352,1,,0.0323,0.298,1,,0.0323,0.271,1,,0.0323,0.257,1,,0.0323,0.257,1,,0.0323,0.257,1,,
,0.0343,0.42,1,,0.0343,0.447,1,,0.0343,0.366,1,,0.0323,0.366,1,,0.0343,0.393,1,,0.0343,0.406,1,,0.0343,0.42,1,,0.0343,0.406,1,,0.0343,0.379,1,,0.0343,0.325,1,,0.0343,0.298,1,,0.0343,0.271,1,,0.0344,0.271,1,,0.0343,0.271,1,,
,0.0363,0.46,1,,0.0363,0.487,1,,0.0363,0.393,1,,0.0343,0.406,1,,0.0363,0.433,1,,0.0363,0.433,1,,0.0363,0.46,1,,0.0364,0.447,1,,0.0364,0.406,1,,0.0363,0.352,1,,0.0364,0.311,1,,0.0363,0.284,1,,0.0364,0.284,1,,0.0363,0.284,1,,
,0.0384,0.501,1,,0.0384,0.514,1,,0.0384,0.433,1,,0.0364,0.447,1,,0.0384,0.474,1,,0.0383,0.474,1,,0.0383,0.501,1,,0.0384,0.474,1,,0.0384,0.447,1,,0.0384,0.379,1,,0.0384,0.338,1,,0.0384,0.311,1,,0.0384,0.298,1,,0.0383,0.311,1,,
,0.0404,0.542,1,,0.0404,0.569,1,,0.0404,0.474,1,,0.0384,0.487,1,,0.0404,0.514,1,,0.0403,0.501,1,,0.0403,0.542,1,,0.0404,0.514,1,,0.0404,0.474,1,,0.0404,0.393,1,,0.0404,0.366,1,,0.0404,0.338,1,,0.0404,0.311,1,,0.0404,0.325,1,,
,0.0424,0.582,1,,0.0424,0.596,1,,0.0424,0.501,1,,0.0404,0.514,1,,0.0424,0.542,1,,0.0424,0.542,1,,0.0423,0.569,1,,0.0424,0.542,1,,0.0424,0.487,1,,0.0424,0.406,1,,0.0424,0.379,1,,0.0424,0.352,1,,0.0424,0.338,1,,0.0424,0.352,1,,
,0.0444,0.623,1,,0.0444,0.636,1,,0.0444,0.542,1,,0.0424,0.555,1,,0.0444,0.582,1,,0.0444,0.569,1,,0.0444,0.609,1,,0.0444,0.569,1,,0.0445,0.514,1,,0.0444,0.433,1,,0.0445,0.379,1,,0.0444,0.366,1,,0.0445,0.352,1,,0.0444,0.366,1,,
,0.0464,0.65,1,,0.0464,0.677,1,,0.0464,0.569,1,,0.0444,0.596,1,,0.0465,0.609,1,,0.0464,0.596,1,,0.0464,0.636,1,,0.0464,0.596,1,,0.0465,0.542,1,,0.0464,0.46,1,,0.0465,0.393,1,,0.0464,0.379,1,,0.0465,0.366,1,,0.0464,0.379,1,,
,0.0484,0.69,1,,0.0485,0.718,1,,0.0485,0.596,1,,0.0464,0.623,1,,0.0485,0.65,1,,0.0484,0.636,1,,0.0484,0.677,1,,0.0485,0.623,1,,0.0485,0.569,1,,0.0484,0.474,1,,0.0485,0.42,1,,0.0485,0.379,1,,0.0485,0.379,1,,0.0484,0.379,1,,
,0.0504,0.718,1,,0.0505,0.745,1,,0.0505,0.636,1,,0.0484,0.663,1,,0.0505,0.677,1,,0.0504,0.663,1,,0.0504,0.704,1,,0.0505,0.65,1,,0.0505,0.596,1,,0.0504,0.487,1,,0.0505,0.433,1,,0.0505,0.393,1,,0.0505,0.379,1,,0.0504,0.393,1,,
,0.0525,0.758,1,,0.0525,0.785,1,,0.0525,0.663,1,,0.0504,0.69,1,,0.0525,0.704,1,,0.0524,0.69,1,,0.0525,0.731,1,,0.0525,0.677,1,,0.0525,0.609,1,,0.0525,0.501,1,,0.0525,0.46,1,,0.0525,0.406,1,,0.0525,0.393,1,,0.0525,0.406,1,,
,0.0545,0.785,1,,0.0545,0.812,1,,0.0545,0.69,1,,0.0524,0.731,1,,0.0545,0.731,1,,0.0545,0.718,1,,0.0545,0.758,1,,0.0545,0.704,1,,0.0545,0.636,1,,0.0545,0.514,1,,0.0545,0.474,1,,0.0545,0.433,1,,0.0545,0.406,1,,0.0545,0.42,1,,
,0.0565,0.812,1,,0.0565,0.839,1,,0.0565,0.718,1,,0.0545,0.758,1,,0.0565,0.758,1,,0.0565,0.731,1,,0.0565,0.785,1,,0.0565,0.731,1,,0.0565,0.65,1,,0.0565,0.542,1,,0.0566,0.487,1,,0.0565,0.447,1,,0.0565,0.433,1,,0.0565,0.447,1,,
,0.0585,0.839,1,,0.0586,0.866,1,,0.0585,0.745,1,,0.0565,0.785,1,,0.0585,0.799,1,,0.0585,0.758,1,,0.0585,0.812,1,,0.0585,0.745,1,,0.0585,0.677,1,,0.0585,0.555,1,,0.0586,0.487,1,,0.0586,0.46,1,,0.0586,0.447,1,,0.0586,0.46,1,,
,0.0605,0.866,1,,0.0606,0.894,1,,0.0606,0.772,1,,0.0585,0.812,1,,0.0605,0.812,1,,0.0605,0.785,1,,0.0605,0.826,1,,0.0606,0.772,1,,0.0605,0.69,1,,0.0605,0.582,1,,0.0606,0.501,1,,0.0606,0.474,1,,0.0606,0.46,1,,0.0606,0.474,1,,
,0.0626,0.894,1,,0.0626,0.921,1,,0.0626,0.799,1,,0.0605,0.839,1,,0.0625,0.839,1,,0.0625,0.799,1,,0.0625,0.853,1,,0.0626,0.785,1,,0.0625,0.704,1,,0.0625,0.582,1,,0.0626,0.514,1,,0.0626,0.487,1,,0.0626,0.474,1,,0.0626,0.474,1,,
,0.0646,0.907,1,,0.0646,0.934,1,,0.0646,0.812,1,,0.0626,0.866,1,,0.0646,0.853,1,,0.0646,0.812,1,,0.0646,0.88,1,,0.0646,0.799,1,,0.0646,0.718,1,,0.0645,0.596,1,,0.0647,0.528,1,,0.0646,0.487,1,,0.0646,0.474,1,,0.0646,0.487,1,,
,0.0666,0.921,1,,0.0667,0.961,1,,0.0666,0.839,1,,0.0646,0.88,1,,0.0666,0.88,1,,0.0666,0.839,1,,0.0666,0.894,1,,0.0666,0.812,1,,0.0666,0.731,1,,0.0666,0.596,1,,0.0667,0.542,1,,0.0666,0.501,1,,0.0666,0.474,1,,0.0667,0.487,1,,
,0.0686,0.934,1,,0.0687,0.975,1,,0.0686,0.853,1,interpolated ->,0.0662,0.9,1,,0.0686,0.907,1,,0.0686,0.853,1,,0.0686,0.907,1,,0.0686,0.826,1,,0.0686,0.745,1,,0.0686,0.596,1,,0.0687,0.569,1,,0.0686,0.501,1,,0.0687,0.474,1,,0.0687,0.487,1,,
,0.0707,0.961,1,,0.0707,1.002,1,,0.0707,0.88,1,,0.0666,0.907,1,,0.0707,0.921,1,,0.0706,0.866,1,,0.0706,0.921,1,,0.0707,0.839,1,,0.0706,0.772,1,,0.0706,0.609,1,,0.0707,0.582,1,,0.0707,0.514,1,,0.0707,0.474,1,,0.0707,0.501,1,,
,0.0727,0.975,1,,0.0727,1.015,1,,0.0727,0.894,1,,0.0686,0.921,1,,0.0727,0.921,1,,0.0726,0.894,1,,0.0726,0.921,1,,0.0727,0.853,1,,0.0727,0.785,1,,0.0726,0.609,1,,0.0727,0.582,1,,0.0727,0.542,1,,0.0727,0.474,1,,0.0727,0.501,1,,
,0.0747,0.988,1,,0.0748,1.015,1,,0.0747,0.907,1,,0.0707,0.934,1,,0.0747,0.934,1,,0.0747,0.907,1,,0.0747,0.934,1,,0.0747,0.866,1,,0.0747,0.785,1,,0.0746,0.636,1,,0.0747,0.582,1,,0.0747,0.555,1,,0.0747,0.474,1,,0.0747,0.528,1,,
,0.0767,1.002,1,,0.0768,1.029,1,,0.0767,0.921,1,,0.0727,0.948,1,,0.0767,0.948,1,,0.0767,0.907,1,,0.0767,0.948,1,,0.0768,0.894,1,,0.0767,0.799,1,,0.0766,0.65,1,,0.0767,0.582,1,,0.0767,0.569,1,,0.0767,0.474,1,,0.0767,0.542,1,,
,0.0788,1.015,1,,0.0788,1.029,1,,0.0787,0.921,1,,0.0747,0.975,1,,0.0787,0.961,1,,0.0787,0.907,1,,0.0787,0.961,1,,0.0788,0.894,1,,0.0787,0.799,1,,0.0786,0.663,1,,0.0788,0.582,1,,0.0787,0.582,1,,0.0787,0.474,1,,0.0787,0.555,1,,
,0.0808,1.015,1,,0.0808,1.015,1,,0.0807,0.921,1,,0.0767,0.988,1,,0.0807,0.988,1,,0.0807,0.921,1,,0.0807,0.975,1,,0.0808,0.907,1,,0.0807,0.799,1,,0.0806,0.677,1,,0.0808,0.582,1,,0.0807,0.582,1,,0.0808,0.474,1,,0.0807,0.569,1,,
,0.0828,1.015,1,,0.0828,1.015,1,,0.0827,0.934,1,,0.0787,1.002,1,,0.0828,1.002,1,,0.0827,0.907,1,,0.0827,0.988,1,,0.0828,0.907,1,,0.0828,0.785,1,,0.0827,0.69,1,,0.0828,0.582,1,,0.0828,0.582,1,,0.0828,0.474,1,,0.0828,0.582,1,,
,0.0848,1.002,1,,0.0848,1.002,1,,0.0848,0.934,1,,0.0808,1.015,1,,0.0848,1.002,1,,0.0847,0.907,1,,0.0847,1.002,1,,0.0848,0.907,1,,0.0848,0.785,1,,0.0847,0.704,1,,0.0848,0.582,1,,0.0848,0.582,1,,0.0848,0.474,1,,0.0848,0.582,1,,
,0.0868,1.002,1,,0.0868,0.988,1,,0.0868,0.948,1,,0.0828,1.015,1,,0.0868,1.015,1,,0.0867,0.907,1,,0.0867,1.002,1,,0.0868,0.894,1,,0.0868,0.772,1,,0.0867,0.704,1,,0.0868,0.582,1,,0.0868,0.569,1,,0.0868,0.487,1,,0.0868,0.582,1,,
,0.0888,0.988,1,,0.0888,0.975,1,,0.0888,0.961,1,,0.0848,1.015,1,,0.0888,1.002,1,,0.0887,0.894,1,,0.0888,1.002,1,,0.0888,0.894,1,,0.0888,0.772,1,,0.0887,0.704,1,,0.0889,0.582,1,,0.0888,0.569,1,,0.0888,0.487,1,,0.0888,0.582,1,,
,0.0908,0.975,1,,0.0908,0.961,1,,0.0908,0.975,1,,0.0868,1.002,1,,0.0908,1.002,1,,0.0908,0.88,1,,0.0908,1.002,1,,0.0909,0.88,1,,0.0908,0.758,1,,0.0907,0.704,1,,0.0909,0.582,1,,0.0908,0.569,1,,0.0909,0.487,1,,0.0908,0.569,1,,
,0.0928,0.961,1,,0.0928,0.961,1,,0.0928,0.988,1,,0.0888,1.002,1,,0.0929,1.002,1,,0.0928,0.866,1,,0.0928,1.002,1,,0.0929,0.866,1,,0.0928,0.758,1,,0.0927,0.69,1,,0.0929,0.582,1,,0.0928,0.569,1,,0.0929,0.487,1,,0.0928,0.569,1,,
,0.0948,0.961,1,,0.0948,0.961,1,,0.0948,1.002,1,,0.0909,0.988,1,,0.0949,0.988,1,,0.0948,0.866,1,,0.0948,0.988,1,,0.0949,0.866,1,,0.0948,0.758,1,,0.0948,0.69,1,,0.0949,0.582,1,,0.0949,0.569,1,,0.0949,0.487,1,,0.0948,0.569,1,,
,0.0968,0.961,1,,0.0969,0.961,1,,0.0969,1.002,1,,0.0929,0.975,1,,0.0969,0.975,1,,0.0968,0.853,1,,0.0968,0.975,1,,0.0969,0.853,1,,0.0968,0.758,1,,0.0968,0.69,1,,0.0969,0.582,1,,0.0969,0.569,1,,0.0969,0.487,1,,0.0969,0.569,1,,
,0.0988,0.961,1,,0.0989,0.961,1,,0.0989,1.002,1,,0.0949,0.961,1,,0.0989,0.961,1,,0.0988,0.853,1,,0.0988,0.975,1,,0.0989,0.853,1,,0.0988,0.758,1,,0.0988,0.677,1,,0.099,0.582,1,,0.0989,0.569,1,,0.0989,0.487,1,,0.0989,0.569,1,,
,0.1008,0.961,1,,0.1009,0.975,1,,0.1009,1.002,1,,0.0969,0.961,1,,0.1009,0.961,1,,0.1008,0.866,1,,0.1009,0.961,1,,0.1009,0.866,1,,0.1009,0.772,1,,0.1008,0.677,1,,0.101,0.582,1,,0.1009,0.569,1,,0.101,0.487,1,,0.1009,0.555,1,,
,0.1029,0.975,1,,0.1029,0.975,1,,0.1029,0.988,1,,0.0989,0.961,1,,0.1029,0.961,1,,0.1028,0.866,1,,0.1029,0.961,1,,0.1029,0.866,1,,0.1029,0.772,1,,0.1028,0.677,1,,0.103,0.582,1,,0.1029,0.569,1,,0.103,0.487,1,,0.1029,0.555,1,,
,0.1049,0.988,1,,0.1049,0.988,1,,0.1049,0.988,1,,0.1009,0.961,1,,0.105,0.961,1,,0.1048,0.88,1,,0.1049,0.961,1,,0.105,0.88,1,,0.1049,0.772,1,,0.1048,0.663,1,,0.105,0.582,1,,0.1049,0.569,1,,0.105,0.487,1,,0.1049,0.555,1,,
,0.1069,0.988,1,,0.107,0.988,1,,0.1069,0.975,1,,0.1029,0.961,1,,0.107,0.975,1,,0.1068,0.88,1,,0.1069,0.975,1,,0.107,0.88,1,,0.1069,0.772,1,,0.1069,0.663,1,,0.107,0.582,1,,0.1069,0.569,1,,0.107,0.501,1,,0.1069,0.555,1,,
,0.1089,0.988,1,,0.109,0.988,1,,0.1089,0.975,1,,0.1049,0.975,1,,0.109,0.975,1,,0.1089,0.894,1,,0.1089,0.975,1,,0.109,0.88,1,,0.1089,0.772,1,,0.1089,0.663,1,,0.109,0.582,1,,0.109,0.569,1,,0.1091,0.514,1,,0.1089,0.555,1,,
,0.1109,0.988,1,,0.111,0.988,1,,0.111,0.961,1,,0.1069,0.988,1,,0.111,0.988,1,,0.1109,0.894,1,,0.111,0.975,1,,0.111,0.88,1,,0.1109,0.772,1,,0.1109,0.663,1,,0.1111,0.582,1,,0.111,0.569,1,,0.1111,0.542,1,,0.111,0.555,1,,
,0.1129,0.988,1,,0.113,0.988,1,,0.113,0.961,1,,0.109,0.988,1,,0.113,0.988,1,,0.1129,0.88,1,,0.113,0.988,1,,0.113,0.88,1,,0.1129,0.772,1,,0.1129,0.663,1,,0.1131,0.582,1,,0.113,0.569,1,,0.1131,0.555,1,,0.113,0.555,1,,
,0.1149,0.988,1,,0.115,0.988,1,,0.115,0.975,1,,0.111,0.988,1,,0.1151,0.988,1,,0.1149,0.88,1,,0.115,0.988,1,,0.1151,0.88,1,,0.1149,0.772,1,,0.1149,0.663,1,,0.1151,0.582,1,,0.115,0.569,1,,0.1151,0.569,1,,0.115,0.555,1,,
,0.1169,0.975,1,,0.117,0.975,1,,0.117,0.975,1,,0.113,0.988,1,,0.1171,0.988,1,,0.1169,0.88,1,,0.117,0.988,1,,0.1171,0.866,1,,0.1169,0.758,1,,0.117,0.663,1,,0.1171,0.582,1,,0.117,0.569,1,,0.1171,0.582,1,,0.117,0.569,1,,
,0.1189,0.975,1,,0.119,0.975,1,,0.119,0.975,1,,0.115,0.988,1,,0.1191,0.988,1,,0.1189,0.866,1,,0.1191,0.988,1,,0.1191,0.866,1,,0.1189,0.758,1,,0.119,0.663,1,,0.1191,0.582,1,,0.119,0.569,1,,0.1192,0.582,1,,0.119,0.569,1,,
,0.121,0.975,1,,0.1211,0.975,1,,0.121,0.988,1,,0.117,0.988,1,,0.1211,0.988,1,,0.1209,0.866,1,,0.1211,0.975,1,,0.1211,0.866,1,,0.121,0.758,1,,0.121,0.663,1,,0.1211,0.582,1,,0.121,0.569,1,,0.1212,0.582,1,,0.121,0.555,1,,
,0.123,0.975,1,,0.1231,0.975,1,,0.1231,0.988,1,,0.119,0.975,1,,0.1231,0.975,1,,0.123,0.866,1,,0.1231,0.975,1,,0.1231,0.866,1,,0.123,0.758,1,,0.123,0.663,1,,0.1231,0.582,1,,0.1231,0.569,1,,0.1232,0.582,1,,0.123,0.555,1,,
,0.125,0.975,1,,0.1251,0.975,1,,0.1251,0.988,1,,0.121,0.975,1,,0.1252,0.975,1,,0.125,0.866,1,,0.1251,0.975,1,,0.1251,0.866,1,,0.125,0.758,1,,0.125,0.663,1,,0.1251,0.582,1,,0.1251,0.569,1,,0.1252,0.582,1,,0.125,0.555,1,,
,0.127,0.975,1,,0.1271,0.975,1,,0.1271,0.988,1,,0.123,0.975,1,,0.1272,0.975,1,,0.127,0.866,1,,0.1271,0.975,1,,0.1271,0.866,1,,0.127,0.772,1,,0.1271,0.663,1,,0.1271,0.582,1,,0.1271,0.569,1,,0.1272,0.569,1,,0.127,0.555,1,,
,0.129,0.975,1,,0.1291,0.975,1,,0.1291,0.988,1,,0.125,0.975,1,,0.1292,0.975,1,,0.129,0.866,1,,0.1292,0.975,1,,0.1292,0.88,1,,0.129,0.772,1,,0.1291,0.663,1,,0.1291,0.569,1,,0.1291,0.569,1,,0.1292,0.569,1,,0.1291,0.555,1,,
,0.131,0.975,1,,0.1311,0.988,1,,0.1311,0.975,1,,0.127,0.975,1,,0.1312,0.975,1,,0.131,0.88,1,,0.1312,0.975,1,,0.1312,0.88,1,,0.131,0.772,1,,0.1311,0.663,1,,0.1311,0.569,1,,0.1311,0.569,1,,0.1312,0.569,1,,0.1311,0.555,1,,
,0.133,0.988,1,,0.1331,0.988,1,,0.1331,0.975,1,,0.1291,0.975,1,,0.1333,0.975,1,,0.133,0.88,1,,0.1332,0.975,1,,0.1332,0.88,1,,0.133,0.772,1,,0.1331,0.663,1,,0.1332,0.569,1,,0.1331,0.569,1,,0.1333,0.569,1,,0.1331,0.555,1,,
,0.135,0.988,1,,0.1352,0.988,1,,0.1351,0.975,1,,0.1311,0.975,1,,0.1353,0.975,1,,0.1351,0.88,1,,0.1352,0.975,1,,0.1352,0.88,1,,0.1351,0.772,1,,0.1352,0.663,1,,0.1352,0.569,1,,0.1351,0.569,1,,0.1353,0.569,1,,0.1351,0.555,1,,
,0.1371,0.988,1,,0.1372,0.988,1,,0.1372,0.975,1,,0.1331,0.975,1,,0.1373,0.975,1,,0.1371,0.88,1,,0.1373,0.975,1,,0.1373,0.88,1,,0.1371,0.772,1,,0.1372,0.663,1,,0.1372,0.569,1,,0.1371,0.569,1,,0.1373,0.569,1,,0.1371,0.569,1,,
,0.1391,0.988,1,,0.1392,0.975,1,,0.1392,0.975,1,,0.1351,0.975,1,,0.1394,0.975,1,,0.1391,0.88,1,,0.1393,0.975,1,,0.1393,0.88,1,,0.1391,0.772,1,,0.1392,0.663,1,,0.1392,0.569,1,,0.1391,0.569,1,,0.1393,0.569,1,,0.1391,0.569,1,,
,0.1411,0.975,1,,0.1412,0.975,1,,0.1412,0.975,1,,0.1371,0.988,1,,0.1414,0.975,1,,0.1411,0.88,1,,0.1413,0.975,1,,0.1413,0.88,1,,0.1411,0.772,1,,0.1412,0.663,1,,0.1412,0.569,1,,0.1412,0.569,1,,0.1414,0.569,1,,0.1412,0.555,1,,
,0.1431,0.975,1,,0.1432,0.975,1,,0.1432,0.975,1,,0.1391,0.988,1,,0.1434,0.975,1,,0.1432,0.866,1,,0.1434,0.975,1,,0.1433,0.866,1,,0.1432,0.772,1,,0.1433,0.663,1,,0.1433,0.555,1,,0.1432,0.569,1,,0.1434,0.569,1,,0.1432,0.555,1,,
,0.1452,0.975,1,,0.1453,0.975,1,,0.1452,0.975,1,,0.1412,0.988,1,,0.1455,0.975,1,,0.1452,0.866,1,,0.1454,0.975,1,,0.1453,0.866,1,,0.1452,0.772,1,,0.1453,0.663,1,,0.1453,0.555,1,,0.1452,0.569,1,,0.1454,0.569,1,,0.1452,0.555,1,,
,0.1472,0.975,1,,0.1473,0.975,1,,0.1473,0.975,1,,0.1432,0.975,1,,0.1475,0.975,1,,0.1472,0.866,1,,0.1474,0.975,1,,0.1474,0.866,1,,0.1472,0.772,1,,0.1473,0.663,1,,0.1473,0.555,1,,0.1472,0.569,1,,0.1474,0.569,1,,0.1472,0.555,1,,
